ID,Imported table,Title (from Imported table),DOI (from Imported table),Mosquito species,Mosquito subsp,Mosquito origin (country),Virus,Virus strain,DENV serotype,Notes,Attachments,Status
702,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Psorophora albigenu,,Peru,Eastern equine encephalitis virus,Lineage 2,,,,
701,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex declarator/mollis,,Peru,Eastern equine encephalitis virus,Lineage 2,,,,
705,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Aedes fulvus,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
706,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex portesi,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
704,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Psorophora ferox,,Peru,Eastern equine encephalitis virus,Lineage 2,,,,
703,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Psorophora cingulata,,Peru,Eastern equine encephalitis virus,Lineage 2,,,,
707,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex portesi,,Peru,Eastern equine encephalitis virus,Lineage 2,,,,
708,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex portesi,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
710,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex gnomatos,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
709,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex pedroi,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
712,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex gnomatos,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
711,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex gnomatos,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
713,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Aedes serratus,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
714,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex vomerifer,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
716,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex coronator,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
715,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex coronator,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
718,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Psorophora albigenu,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
719,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Psorophora cingulata,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
717,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Culex declarator/mollis,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
720,"""Turell, MJ; O'Guinn, ML; Dohm, D; Zyzak, M; Watts, D; Fernandez, R; Calampa, C; Klein, TA; Jones, JW""",Susceptibility of Peruvian mosquitoes to eastern equine encephalitis virus,10.1603/0022-2585(2008)45[720:SOPMTE]2.0.CO;2,Psorophora ferox,,Peru,Eastern equine encephalitis virus,Lineage 3,,,,
755,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Ochlerotatus vulvus,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
756,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Ochlerotatus serratus,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
757,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex vomerifer,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
758,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
759,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
760,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
762,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex pedroi,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
761,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex pedroi,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
764,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex portesi,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
763,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex portesi,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
765,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex spissipes,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
766,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex theobaldi,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
767,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex coronator,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
768,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Culex coronator,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
769,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Psorophora albigenu,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
770,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Psorophora cingulata,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
771,"""Turell, MJ; Dohm, DJ; Fernandez, R; Calampa, C; O'Guinn, ML""",Vector competence of peruvian mosquitoes (Diptera : Culicidae) for a subtype IIIC virus in the Venezuelan equine encephalomyelitis complex isolated from mosquitoes captured in Peru,10.2987/8756-971X(2006)22[70:VCOPMD]2.0.CO;2,Psorophora ferox,,Peru,Venezuelan equine encephalitis virus,subtype IIIC,,,,
914,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,Peru,Dengue virus,DENV-2 (Mara3),DENV-2,,,
916,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,Peru,Dengue virus,DENV-2 (102954),DENV-2,,,
918,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,Peru,Dengue virus,DENV-2 (K0049),DENV-2,,,
920,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,Peru,Dengue virus,DENV-2 (Ven2),DENV-2,,,
922,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,Peru,Dengue virus,DENV-2 (131),DENV-2,,,
924,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,Peru,Dengue virus,DENV-2 (IQT2913),DENV-2,,,
933,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Aedes fulvus,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
934,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Aedes serratus,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
935,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Psorophora albigenu,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
936,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex vomerifer,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
937,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
939,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
938,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
940,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex pedroi,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
942,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex coronator,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
941,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex pedroi,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
943,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex coronator,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
944,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Mansonia indubitans,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
945,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Mansonia indubitans,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
946,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Mansonia titillans,,Peru,Venezuelan equine encephalitis virus,epizootic (IAB and IC),,,,
947,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Aedes fulvus,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
948,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Aedes serratus,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
949,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Psorophora albigenu,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
950,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex vomerifer,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
951,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
952,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
953,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex gnomatos,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
955,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex pedroi,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
954,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex pedroi,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
956,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex coronator,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
957,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Culex coronator,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
958,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Mansonia indubitans,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
959,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Mansonia indubitans,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
960,"""Turell, MJ; Jones, JW; Sardelis, MR; Dohm, DJ; Coleman, RE; Watts, DM; Fernandez, R; Calampa, C; Klein, TA""",Vector competence of peruvian mosquitoes (Diptera : culicidae) for epizootic and enzootic strains of Venezuelan equine encephalomyelitis virus,10.1603/0022-2585-37.6.835,Mansonia titillans,,Peru,Venezuelan equine encephalitis virus,enzootic (ID and IE),,,,
190,"""Seixas, G; Jupille, H; Yen, PS; Viveiros, B; Failloux, AB; Sousa, CA""",Potential of Aedes aegypti populations in Madeira Island to transmit dengue and chikungunya viruses,10.1186/s13071-018-3081-4,Aedes aegypti,,Portugal,Chikungunya virus,NC/2011-568,,,,
341,"""Jupille, H; Seixas, G; Mousson, L; Sousa, CA; Failloux, AB""","Zika Virus, a New Threat for Europe?",10.1371/journal.pntd.0004901,Aedes aegypti,,Portugal,Zika virus,Asian lineage (NC-2014-5132),,,,
100,"""Kamgang, B; Vazeille, M; Tedjou, A; Yougang, AP; Wilson-Bahun, TA; Mousson, L; Wondji, CS; Failloux, AB""",Different populations of Aedes aegypti and Aedes albopictus (Diptera: Culicidae) from Central Africa are susceptible to Zika virus infection,10.1371/journal.pntd.0008163,Aedes albopictus,,Republic of Congo,Zika virus,African lineage (DAK84),,,,
102,"""Kamgang, B; Vazeille, M; Tedjou, A; Yougang, AP; Wilson-Bahun, TA; Mousson, L; Wondji, CS; Failloux, AB""",Different populations of Aedes aegypti and Aedes albopictus (Diptera: Culicidae) from Central Africa are susceptible to Zika virus infection,10.1371/journal.pntd.0008163,Aedes aegypti,,Republic of Congo,Zika virus,African lineage (DAK84),,,,
